Voltage,Current
1887,1740
1631,1455
1326,1135
987,842
733,618
579,529
550,585
677,767
904,1089
1230,1399
1546,1695
1848,1925
2006,2028
2036,1990
1920,1815
1762,1530
1396,1193
1053,877
744,654
583,538
531,562
657,718
859,1022
1167,1332
1442,1639
1781,1972
1975,2023
2050,2015
1968,1856
1754,1625
1453,1271
1131,965
820,692
623,543
543,564
583,679
788,925
1095,1245
1407,1565
1728,1842
1955,2004
2036,2081
1979,1906
1828,1661
1535,1376
1185,1011
908,714
647,553
553,525
583,650
771,870
1039,1219
1361,1524
1669,1828
1911,1959
2038,2038
2014,1939
1846,1695
1589,1408
1265,1089
943,767
690,555
557,442
557,609
700,789
952,1116
1284,1504
1602,1747
1936,1958
2019,2060
2028,1968
1910,1776
1659,1484
1348,1146
1012,838
722,624
575,517
541,576
661,757
907,1041
1248,1378
1533,1684
1831,1956
2005,2027
2019,1991
1939,1819
1728,1540
1385,1235
1078,870
787,652
595,538
556,570
640,714
844,988
1142,1296
1474,1622
1778,1893
1973,2021
2015,1999
1967,1868
1770,1631
1482,1265
1141,946
815,700
631,553
541,543
599,688
777,983
1083,1254
1416,1567
1714,1842
1931,1999
2061,2027
1963,1901
1805,1659
1543,1348
1209,1023
891,752
662,552
548,521
570,628
739,860
1000,1156
1319,1496
1656,1811
1902,1988
2027,2036
2019,1943
1866,1734
1610,1427
1282,1088
934,800
691,602
560,492
561,602
672,792
935,1084
1280,1435
1583,1759
1842,1929
2013,2045
2029,1997
1898,1781
1674,1492
1344,1161
1054,860
758,625
574,527
550,570
671,752
841,1027
1202,1361
1520,1669
1806,1918
1994,2030
2055,1997
1950,1853
1730,1565
1447,1220
1078,907
817,674
626,543
543,549
626,700
812,969
1140,1294
1457,1620
1755,1892
1962,1982
2042,2023
1962,1878
1778,1609
1482,1298
1165,981
855,713
635,544
548,538
589,689
766,893
1062,1223
1391,1541
1687,1829
1936,2012
2041,2034
2007,1915
1848,1694
1572,1374
1230,1037
935,754
665,573
552,567
531,624
726,868
1000,1158
1336,1495
1636,1759
1912,1972
2027,2046
2025,1925
1869,1719
1627,1444
1296,1112
946,819
714,607
562,542
543,575
687,787
909,1090
1254,1422
1565,1722
1853,1944
2010,2024
2045,2001
1936,1794
1676,1516
1384,1190
1036,860
765,648
589,527
552,600
641,731
875,1024
1169,1333
1505,1662
1818,1903
1981,2023
2042,2025
1831,1840
1742,1573
1442,1248
1103,925
818,676
620,532
522,547
617,692
818,950
1131,1272
1435,1594
1741,1865
1975,2015
2001,2017
1988,1880
1801,1645
1508,1361
1179,999
817,719
648,544
548,493
583,628
756,915
1044,1204
1384,1531
1688,1816
1910,1996
2040,2026
2009,1931
1870,1707
1585,1385
1247,1035
920,772
697,598
560,521
552,621
711,825
973,1134
1296,1462
1622,1772
1890,2059
2019,2034
2027,1961
1890,1751
1624,1459
1330,1160
974,824
717,605
570,520
557,622
652,775
929,1069
1229,1400
1569,1703
1832,1927
2006,2025
2040,1988
1937,1797
1693,1537
1389,1194
1076,867
799,649
596,556
531,548
635,714
844,999
1124,1327
1481,1635
1780,1904
1987,2032
2102,2015
1968,1912
1802,1608
1468,1284
1109,936
825,688
591,537
543,538
605,738
825,934
1100,1245
1429,1579
1729,1873
1955,2006
2023,2018
1992,1867
1685,1656
1523,1309
1151,1017
883,733
656,567
537,405
560,648
748,869
1029,1171
1350,1509
1657,1811
1923,1989
2036,2012
2021,1943
1870,1704
1588,1413
1243,1065
937,770
701,594
553,511
565,609
700,808
965,1116
1312,1443
1603,1752
1858,1965
2010,1999
2023,1961
1927,1764
1654,1478
1343,1155
1004,853
732,624
578,520
542,594
654,761
891,1077
1173,1373
1532,1678
1831,1922
2001,2025
2054,2003
1934,1759
1745,1554
1425,1207
1081,899
787,633
596,589
531,555
618,716
839,980
1161,1314
1475,1623
1789,1880
1968,2034
2046,2025
1949,1815
1773,1622
1458,1291
1148,968
840,700
633,548
532,543
609,665
787,916
1078,1237
1407,1579
1714,1841
1957,1999
2048,2034
2001,1919
1831,1703
1546,1364
1208,1023
896,749
684,570
552,529
576,639
687,870
1005,1157
1335,1495
1653,1773
1889,1973
2052,2038
2025,1932
1958,1727
1615,1428
1312,1094
972,792
718,597
556,514
557,601
708,808
933,1090
1255,1427
1582,1738
1860,1946
2029,2049
2050,1982
1944,1781
1650,1495
1364,1164
1013,855
748,631
583,521
540,571
659,773
885,1039
1203,1382
1529,1670
1809,1920
1999,2035
2046,1999
1918,1831
1735,1545
1429,1200
1055,913
824,658
601,538
531,565
621,681
814,971
1126,1262
1503,1603
1762,1883
1972,2009
2032,2025
1987,1880
1789,1639
1523,1308
1173,976
858,705
635,568
532,552
588,663
761,860
1105,1224
1392,1549
1700,1795
1924,1998
2027,2025
2029,1845
1831,1690
1576,1377
1235,1045
910,777
667,590
543,526
563,636
726,833
974,1142
1234,1471
1635,1755
1876,1976
2035,2072
2028,1965
1886,1753
1636,1453
1286,1114
975,819
714,608
586,534
554,595
668,780
932,1154
1239,1416
1595,1721
1848,1963
2002,2040
2042,1988
1928,1817
1678,1507
1368,1151
1049,868
741,637
599,501
550,596
641,714
878,1009
1168,1346
1501,1652
1805,1902
1981,2017
2059,2012
1963,1851
1741,1638
1436,1239
1131,920
815,680
620,564
549,543
620,688
796,924
1131,1275
1436,1565
1729,1853
1955,1997
2032,2023
1965,1869
1802,1642
1516,1327
1187,1021
890,742
703,554
557,547
578,652
755,887
1051,1198
1388,1521
1692,1828
1922,1990
2040,2040
2010,1944
1848,1699
1577,1449
1245,1025
922,764
675,613
555,524
564,593
700,830
979,1140
1297,1452
1646,1740
1869,1964
2014,2032
2027,1958
1889,1764
1618,1477
1314,1201
1000,831
702,650
570,563
553,575
663,766
909,1058
1221,1387
1579,1697
1840,1931
2010,2023
2053,1983
1940,1802
1702,1535
1404,1206
1047,905
781,645
600,613
539,584
686,718
861,1005
1158,1318
1493,1621
1748,1879
1978,2025
2044,1998
1971,1849
1763,1584
1455,1270
1137,951
800,674
614,538
531,534
591,661
783,907
1052,1207
1401,1556
1750,1841
1936,1988
2027,2001
1984,1902
1804,1660
1524,1335
1170,993
868,714
627,552
534,520
566,626
727,868
1014,1158
1330,1502
1653,1815
1910,1971
2018,2013
1991,1918
1866,1722
1576,1401
1266,1078
940,770
686,609
537,511
556,601
691,801
970,1095
1212,1422
1614,1737
1861,1960
2014,2023
1994,1966
1892,1768
1648,1466
1344,1100
998,830
735,605
574,517
525,568
639,740
900,1037
1189,1336
1487,1668
1817,1914
1949,2016
2028,1988
1924,1858
1711,1541
1437,1200
1078,982
783,648
601,523
526,546
618,704
819,970
1145,1292
1456,1632
1754,1876
1966,2008
2039,2028
1940,1867
1763,1608
1493,1271
1165,949
857,689
629,562
528,535
589,648
773,899
1061,1199
1408,1547
1697,1821
1918,1985
2027,2048
1988,1891
1822,1657
1540,1328
1209,1016
896,723
663,568
521,513
561,638
729,817
991,1153
1320,1478
1627,1802
1890,1983
2023,2026
2012,1938
1862,1738
1600,1434
1281,1041
947,782
702,592
550,498
557,585
670,778
935,1085
1242,1412
1537,1713
1836,1914
2005,2006
2028,1957
1909,1776
1671,1457
1340,1166
1008,894
752,622
571,516
530,564
635,744
835,985
1182,1344
1499,1648
1801,1902
1979,2023
2040,1992
1924,1855
1727,1555
1415,1219
1065,889
790,640
584,534
531,535
599,673
810,944
1104,1271
1436,1596
1754,1789
1949,1964
2066,2010
1964,1867
1765,1618
1492,1304
1157,977
838,724
630,539
516,531
558,645
752,881
1035,1202
1364,1545
1676,1819
1949,1986
2033,1995
2000,1905
1835,1695
1536,1371
1221,1067
906,753
662,551
531,510
570,605
696,832
948,1153
1310,1466
1679,1751
1886,1965
2012,2029
2001,1945
1861,1740
1610,1429
1296,1098
971,801
729,611
561,514
534,584
670,777
897,1065
1230,1400
1535,1712
1838,1937
2007,2030
2027,1917
1905,1787
1660,1504
1369,1154
1031,860
765,626
578,574
532,570
683,707
862,1005
1161,1322
1495,1633
1780,1896
1973,2008
2089,1993
1951,1882
1753,1571
1441,1244
1093,928
807,698
648,522
524,516
605,674
809,933
1086,1253
1414,1545
1754,1857
1941,2004
2030,2014
1983,1885
1806,1651
1534,1322
1174,969
857,715
657,545
525,520
583,633
727,877
1042,1188
1359,1504
1666,1798
1903,1975
2038,2017
1990,1923
1836,1685
1570,1297
1200,1055
921,772
678,570
540,517
557,608
684,814
949,1140
1286,1439
1606,1758
1871,1970
1976,2024
2018,1960
1884,1751
1636,1452
1326,1124
978,821
740,607
570,531
528,574
650,757
895,1055
1219,1400
1544,1678
1818,1923
1979,2061
2022,1979
1923,1827
1703,1530
1388,1198
1061,881
772,646
597,508
587,555
615,707
829,1002
1134,1297
1467,1618
1780,1892
1959,2004
2040,2005
1929,1849
1758,1601
1457,1270
1119,944
818,675
605,533
518,528
583,665
781,952
1065,1245
1416,1616
1717,1840
1939,1997
2023,2013
1982,1892
1779,1645
1518,1328
1193,994
881,734
644,564
527,525
578,633
727,884
1015,1168
1333,1500
1649,1790
1877,1943
2014,2029
2001,1922
1821,1712
1597,1404
1258,1065
936,773
686,589
534,506
542,599
774,795
948,1115
1278,1434
1592,1739
1853,1938
2004,2025
2019,1959
1893,1761
1689,1477
1330,1139
1013,838
725,607
568,505
523,567
636,751
881,1022
1208,1351
1529,1663
1801,1882
1975,2036
2013,1983
1934,1810
1693,1549
1429,1202
1052,887
778,644
595,485
524,589
609,700
833,982
1129,1284
1451,1592
1756,1868
1962,2012
2033,2022
1961,1854
1705,1599
1468,1279
1148,938
844,708
630,535
530,527
575,670
765,842
1061,1220
1387,1537
1692,1830
1923,2075
2024,2024
1984,1880
1818,1661
1548,1362
1212,996
888,769
657,570
532,514
540,640
761,848
965,1154
1351,1481
1633,1770
1870,1963
2018,2043
2052,1935
1910,1716
1609,1427
1276,1091
966,815
711,776
542,518
524,602
676,789
909,1070
1249,1408
1571,1727
1857,1917
2001,2023
2034,1965
1914,1795
1656,1488
1355,1147
1016,842
735,622
573,492
531,545
635,727
882,1025
1192,1347
1517,1665
1781,1937
1989,2019
2031,1989
1941,1829
1749,1560
1430,1180
1093,904
807,665
602,526
600,539
595,678
800,915
1125,1266
1430,1588
1747,1865
1972,1999
2037,2012
1995,1871
1780,1631
1479,1307
1179,961
857,702
623,536
527,519
572,589
729,884
1064,1194
1376,1531
1676,1820
1933,1986
2035,1993
1999,1933
1832,1674
1547,1360
1236,1048
908,753
661,556
511,521
557,622
735,830
965,1124
1287,1465
1615,1769
1879,1963
2007,2029
2022,1945
1883,1749
1603,1442
1307,1092
973,805
710,565
557,517
532,555
662,765
900,1065
1231,1416
1557,1702
1833,1915
1996,2023
2029,1971
1884,1789
1628,1505
1366,1193
1028,864
778,633
571,505
527,570
625,727
842,941
1129,1318
1482,1633
1786,1894
1984,2011
2036,2008
1937,1847
1738,1584
1457,1245
1105,911
809,674
601,542
530,530
595,687
790,938
1119,1248
1427,1577
1693,1845
1940,2002
2014,2060
1979,1845
1814,1635
1514,1322
1182,998
883,705
644,553
524,523
574,624
804,864
1021,1182
1325,1526
1659,1806
1895,1980
2025,2007
1996,1920
1834,1701
1548,1393
1240,1049
916,740
661,570
539,518
555,596
696,817
970,1148
1287,1452
1613,1665
1927,1945
1989,2036
2014,1945
1872,1740
1619,1468
1325,1115
985,817
717,607
550,514
519,613
651,759
896,1042
1206,1367
1535,1682
1822,1915
2008,2021
2027,1974
1932,1794
1702,1518
1391,1184
1055,883
761,642
596,519
523,555
623,714
818,980
1091,1305
1474,1622
1760,1875
1942,2005
2036,2002
1955,1851
1762,1594
1441,1258
1129,941
857,688
647,542
526,518
580,663
791,890
1070,1216
1394,1549
1695,1830
1935,2021
2034,2023
1988,1921
1804,1667
1540,1340
1182,986
878,724
646,555
531,513
560,627
731,864
1013,1178
1338,1498
1653,1730
1835,1971
2018,2033
2022,1918
1846,1646
1585,1403
1267,1074
936,814
682,585
537,518
549,605
696,791
929,1063
1242,1424
1572,1725
1857,1947
2014,2025
2019,1975
1882,1771
1653,1487
1339,1141
992,832
732,620
565,516
531,572
657,736
878,1025
1193,1348
1532,1664
1822,1919
1971,2013
2031,1992
1934,1824
1702,1538
1430,1216
1088,900
778,652
604,508
531,530
613,705
818,959
1113,1291
1457,1612
1756,1880
1954,2010
2036,2012
1966,1870
1766,1612
1473,1279
1148,958
818,692
602,529
557,544
589,647
775,902
1053,1198
1416,1552
1688,1830
1946,2007
2024,2025
1988,1905
1822,1724
1536,1348
1213,1026
884,744
661,564
541,533
597,629
725,848
997,1143
1312,1516
1614,1766
1867,1969
2014,2025
2012,1944
1870,1704
1618,1434
1284,1090
966,791
692,584
596,514
556,581
670,778
926,1078
1247,1425
1568,1711
1843,1931
2000,2024
2029,1964
1906,1754
1666,1492
1354,1153
1030,868
756,622
563,513
527,568
648,818
864,1002
1180,1339
1500,1639
1805,1892
1977,2023
2031,1985
1901,1815
1721,1560
1429,1222
1085,900
792,653
597,531
524,485
601,682
796,954
1112,1276
1442,1598
1730,1860
1948,2006
2046,1993
1970,1846
1775,1609
1494,1311
1174,975
835,714
635,546
532,517
572,642
752,881
1039,1193
1358,1539
1640,1811
1918,1990
2033,2021
1989,1916
1835,1691
1573,1369
1228,1010
849,752
674,556
579,501
583,610
704,817
974,1115
1326,1465
1622,1729
1869,2014
2029,2029
2028,1945
1869,1738
1625,1450
1296,1115
971,805
703,609
491,530
536,584
628,765
909,1070
1218,1397
1551,1712
1839,1922
1994,2002
2014,1984
1916,1772
1688,1515
1387,1188
1039,855
778,631
583,522
557,574
635,713
857,1011
1166,1358
1505,1643
1772,1743
1971,2010
2020,2006
1950,1840
1737,1519
1458,1260
1109,921
818,674
622,517
530,544
596,676
784,932
1092,1253
1434,1570
1728,1780
1940,1995
2062,2008
1975,1896
1798,1643
1519,1330
1175,1023
870,716
644,555
531,518
569,629
739,872
1026,1138
1341,1494
1660,1789
1901,1970
2040,2023
2014,1941
1846,1698
1576,1425
1253,1070
933,774
677,582
548,517
583,614
687,807
950,1114
1279,1425
1598,1748
1879,1945
2016,2037
2043,1962
1884,1752
1659,1467
1325,1144
995,817
675,605
566,505
523,576
639,751
897,1051
1207,1340
1568,1682
1811,1914
1974,2023
2003,1980
1924,1815
1701,1527
1388,1182
1074,885
770,691
592,521
521,538
610,705
836,959
1127,1298
1470,1595
1770,1879
1992,2005
2039,2011
1988,1860
1760,1605
1509,1237
1169,950
808,696
614,550
521,536
520,657
743,920
1077,1234
1398,1557
1710,1832
1931,2002
2031,2021
2010,1892
1823,1663
1535,1336
1200,1010
885,735
646,568
532,518
579,631
731,801
1048,1153
1335,1487
1650,1714
1896,1937
2010,2035
2012,1925
1874,1712
1598,1404
1248,1082
943,828
663,584
552,466
554,588
679,795
939,1104
1269,1425
1572,1712
1848,1942
2012,2021
1962,1963
1896,1764
1654,1458
1338,1141
1031,830
729,622
573,514
530,570
605,743
870,1030
1183,1335
1496,1660
1815,1914
1987,2018
2040,2005
1948,1834
1718,1554
1427,1189
1061,882
791,648
600,486
534,534
610,688
819,959
1118,1305
1444,1607
1737,1865
1943,2009
2035,2012
1966,1860
1763,1595
1468,1284
1147,960
844,700
624,530
527,534
573,647
770,895
1012,1211
1364,1539
1688,1819
1918,1983
2007,2010
2002,1910
1846,1665
1550,1365
1208,1007
887,737
662,569
536,514
566,609
701,837
989,1146
1304,1489
1638,1762
1875,1955
2014,2023
2035,1938
1877,1726
1606,1412
1296,1100
968,804
691,527
557,518
578,581
672,771
918,1073
1222,1405
1565,1716
1832,1905
2005,2029
2023,1975
1928,1802
1671,1502
1356,1193
1033,860
744,693
572,514
524,666
557,716
822,1024
1172,1333
1515,1664
1783,1893
1983,1999
2038,1980
1930,1834
1727,1568
1418,1232
1102,918
818,678
596,604
530,543
598,684
802,932
1108,1270
1433,1601
1740,1862
1951,1989
2040,2002
1970,1881
1783,1622
1503,1315
1160,961
860,705
625,545
518,525
570,663
687,916
1049,1203
1366,1530
1671,1795
1896,1990
2031,2035
2000,1914
1842,1678
1561,1374
1240,1037
920,757
669,568
531,513
508,636
709,812
979,1116
1286,1453
1601,1754
1864,1940
2014,2025
2030,1948
1877,1755
1625,1451
1308,1110
974,823
706,603
563,504
536,538
648,761
944,1063
1217,1403
1567,1691
1814,1914
1999,2012
2032,1962
1918,1794
1688,1589
1370,1189
1056,881
757,643
588,530
526,550
583,718
826,997
1157,1315
1480,1621
1782,1891
1974,2018
2036,2001
1961,1827
1754,1581
1457,1233
1104,899
800,674
607,513
522,534
594,658
774,929
1091,1245
1417,1569
1719,1842
1942,2001
2027,1972
1965,1895
1784,1639
1509,1331
1174,1007
872,735
644,550
532,521
570,620
731,838
1000,1175
1334,1510
1656,1792
1901,1976
2030,1969
2001,1952
1847,1699
1596,1400
1248,1048
922,752
684,586
543,512
556,532
687,668
960,1117
1285,1443
1601,1759
1862,1945
2014,2031
2014,1945
1908,1751
1641,1470
1338,1145
1000,829
727,636
558,530
534,609
667,752
909,1077
1231,1384
1522,1675
1799,1917
1988,2059
2030,1991
1936,1839
1701,1535
1366,1193
1057,894
773,640
604,517
530,542
625,715
842,970
1189,1325
1466,1621
1765,1886
1962,2010
2040,2003
1961,1820
1758,1595
1463,1279
1139,945
831,674
601,523
522,531
583,649
766,958
1065,1215
1408,1538
1691,1840
1940,2002
2031,2017
1988,1901
1816,1697
1537,1348
1217,996
877,731
652,540
531,516
561,650
713,847
1012,1163
1323,1492
1643,1778
1916,1971
2017,2034
2015,1921
1839,1712
1596,1416
1266,1097
945,778
692,592
543,511
543,595
687,791
927,1102
1246,1421
1578,1737
1848,1935
2003,2060
2023,1961
1902,1775
1670,1494
1369,1147
1014,840
736,627
572,514
537,561
644,726
874,1029
1191,1350
1516,1620
1805,1902
1970,2021
2032,1986
1928,1815
1674,1545
1418,1219
1056,885
767,652
596,508
518,543
609,624
818,951
1127,1288
1431,1594
1783,1877
1945,2008
2039,2019
1974,1867
1775,1620
1476,1271
1131,958
843,700
638,542
530,525
582,649
761,896
1043,1210
1417,1541
1675,1813
1910,1995
2026,2018
1977,1909
1816,1751
1540,1351
1219,1011
877,750
683,546
520,519
569,620
711,830
983,1133
1305,1466
1598,1770
1888,2021
2016,2025
2010,1948
1875,1729
1603,1434
1279,1104
949,802
700,616
543,508
554,555
676,763
912,1075
1240,1403
1557,1695
1832,1928
1988,2021
2023,1993
1918,1785
1668,1502
1358,1140
1022,862
754,635
578,518
530,540
627,718
855,1018
1160,1328
1498,1665
1775,1902
1988,2006
2036,1993
1951,1839
1731,1574
1448,1241
1093,911
795,649
600,525
534,550
599,675
797,942
1103,1258
1505,1584
1732,1853
1950,2003
2038,2014
1994,1893
1783,1633
1494,1308
1166,986
870,713
636,544
529,518
570,653
744,909
1023,1189
1347,1498
1675,1793
1923,1979
2031,2016
2005,1919
1857,1688
1568,1374
1229,1042
883,752
670,594
531,520
557,626
696,825
965,1139
1305,1478
1598,1754
1875,1954
2014,2027
1988,1945
1880,1753
1622,1374
1308,1100
976,804
704,622
517,515
527,582
660,765
880,1062
1217,1373
1542,1702
1881,1933
2009,2024
2027,1976
1919,1789
1689,1490
1373,1161
1031,869
762,629
586,527
459,546
625,703
852,997
1152,1316
1487,1636
1775,1908
1983,2019
2028,1997
1962,1843
1746,1568
1462,1253
1122,911
818,684
612,536
531,529
598,661
792,916
1069,1232
1417,1582
1727,1844
1949,1998
2030,2017
1983,1892
1785,1639
1521,1324
1183,992
852,710
635,550
537,528
557,631
735,847
1013,1096
1327,1515
1650,1774
1908,1984
1997,2009
2001,1928
1843,1711
1573,1426
1244,1057
922,770
709,573
539,509
562,614
722,809
931,1104
1274,1450
1601,1735
1874,1945
2018,2023
2015,1957
1890,1764
1640,1466
1309,1117
988,827
725,611
558,508
524,573
648,752
934,1054
1225,1403
1540,1699
1834,1916
1988,2101
2036,2072
1887,1784
1683,1516
1373,1194
1057,878
774,699
587,545
540,544
622,697
844,971
1144,1309
1471,1615
1770,1898
1974,2010
2038,2009
1964,1882
1753,1578
1453,1271
1127,931
809,674
649,531
526,527
595,663
781,925
1083,1241
1363,1571
1707,1836
1910,1997
2023,2034
1979,1893
1783,1647
1515,1325
1144,1004
870,744
643,567
522,482
556,611
732,856
1016,1172
1325,1525
1654,1797
1905,1975
2029,2004
2018,1912
1844,1693
1605,1403
1254,1071
924,768
674,574
540,513
509,608
683,835
948,1119
1301,1454
1596,1738
1853,1945
2002,2025
2025,1958
1828,1754
1655,1472
1327,1140
1000,829
724,616
535,527
521,573
675,748
886,1033
1220,1284
1506,1672
1830,1909
1980,2017
2036,1974
1931,1826
1679,1544
1407,1208
1065,881
767,654
587,525
543,545
609,683
818,978
1130,1302
1468,1622
1816,1855
1953,2008
2039,2021
1962,1858
1763,1591
1468,1276
1144,958
823,699
619,532
531,505
538,666
777,919
1051,1218
1383,1538
1702,1841
1926,1847
2003,2023
1986,1885
1822,1686
1551,1339
1190,1012
885,746
646,556
534,540
570,602
719,855
1008,1136
1325,1502
1637,1775
1896,1965
2023,2023
2006,1920
1859,1712
1602,1462
1278,1088
922,788
691,587
549,514
543,596
677,778
921,1129
1247,1421
1581,1723
1831,1942
1988,2043
1955,1971
1897,1712
1656,1489
1335,1141
1003,842
739,613
572,514
531,547
636,731
863,1022
1180,1343
1483,1657
1797,1901
1977,2016
2038,2003
1939,1828
1715,1553
1416,1223
1147,895
791,663
586,521
536,540
607,696
787,944
1111,1231
1442,1597
1754,1859
1949,2010
2040,2010
1967,1866
1833,1638
1490,1279
1156,950
839,690
622,565
535,518
591,637
757,897
1056,1210
1384,1552
1680,1814
1913,1997
2026,2025
1987,1933
1825,1674
1542,1373
1219,1107
908,752
661,575
535,515
566,596
709,834
974,1146
1298,1468
1637,1763
1909,1971
2018,2012
2000,1931
1897,1735
1621,1438
1292,1095
939,785
702,597
539,497
540,586
673,781
921,1076
1268,1419
1548,1702
1831,1928
1998,2020
2027,1966
1908,1788
1703,1500
1370,1128
1026,859
754,628
582,513
531,555
669,735
864,984
1179,1361
1475,1649
1786,1909
1984,2020
2031,1980
1944,1836
1736,1568
1433,1229
1088,909
804,675
600,534
531,532
608,674
804,941
1087,1264
1429,1588
1734,1865
1949,1996
2036,2004
1977,1873
1780,1622
1509,1304
1165,950
861,722
635,549
522,522
588,685
751,877
1035,1172
1350,1512
1672,1818
1927,1964
2033,2017
1996,1914
1846,1687
1568,1373
1231,1040
896,759
672,590
557,536
543,618
696,800
973,1105
1282,1439
1598,1690
1860,1956
2010,2029
2014,1966
1889,1738
1624,1439
1302,1120
982,823
717,609
574,508
534,571
663,768
896,1054
1214,1374
1561,1678
1822,1926
1989,2016
1999,1978
1916,1833
1690,1519
1390,1182
1036,864
752,634
583,510
533,544
642,700
844,996
1155,1319
1536,1635
1758,1880
1962,2001
2046,1999
1955,1834
1736,1582
1441,1269
1119,936
818,684
609,533
523,533
600,665
787,911
1065,1237
1412,1576
1724,1843
1940,1997
2039,2025
1988,1892
1817,1642
1521,1298
1208,1011
883,733
635,553
527,518
561,630
723,867
1014,1175
1350,1488
1654,1819
1902,1971
2042,2029
1988,1922
1849,1708
1561,1401
1239,1077
924,767
690,581
594,517
533,620
707,799
944,1094
1286,1483
1589,1730
1840,1951
2012,2032
2018,1971
1882,1756
1651,1382
1330,1136
1003,831
722,621
559,505
527,565
664,738
884,1036
1206,1362
1532,1674
1825,1919
2009,2021
2026,1981
1923,1817
1754,1547
1414,1207
1070,907
765,647
591,519
527,555
620,681
819,986
1117,1383
1450,1591
1765,1890
1975,2021
2030,2003
1979,1878
1763,1616
1489,1275
1130,951
835,664
626,468
526,531
588,648
770,911
1041,1224
1395,1556
1696,1823
1928,1965
2015,2016
1976,1893
1816,1622
1537,1344
1208,1042
903,723
650,570
531,518
534,620
737,854
987,1142
1321,1478
1627,1749
1909,1969
2027,2030
2012,1969
1864,1722
