Voltage,Current
2009,1724
1370,892
661,544
678,995
1394,1782
2001,2021
1879,1492
1125,735
563,608
849,1221
1650,1964
2040,1919
1656,1211
831,594
576,761
1089,1528
1835,2038
2017,1742
1419,985
696,519
679,963
1376,1754
1997,2036
1889,1515
1157,765
574,583
791,1242
1609,1925
2053,1943
1701,1262
878,563
565,717
1029,1475
1807,2038
2029,1771
1464,992
712,518
630,924
1318,1727
1980,2045
1923,1541
1205,795
585,587
792,1172
1567,1893
2048,1971
1710,1301
952,633
561,701
1003,1438
1783,2010
2027,1817
1506,1054
758,539
619,892
1258,1700
1966,2046
1938,1583
1223,821
605,578
757,1140
1548,1886
2048,2006
1750,1338
976,663
580,637
972,1411
1759,2010
2048,1838
1527,1077
777,551
557,845
1231,1674
1936,2050
1962,1605
1274,774
648,567
737,1097
1497,1854
2050,1970
1805,1386
1026,661
557,648
943,1346
1717,1989
2066,1885
1577,1091
813,545
589,817
1182,1622
1929,2051
1984,1687
1317,894
644,549
704,1016
1440,1827
2020,2038
1841,1428
1065,700
578,632
893,1322
1677,1970
2040,1894
1624,1167
835,570
565,783
1132,1556
1885,2019
2002,1686
1387,934
665,543
669,989
1437,1782
2007,2026
1859,1481
1113,704
558,617
844,1237
1650,1957
2082,1943
1661,1215
860,601
571,754
1099,1518
1858,2040
2018,1755
1413,959
681,540
693,952
1368,1747
1987,2051
1947,1522
1140,722
580,597
815,1198
1601,1932
2054,1984
1704,1267
922,597
557,715
1009,1478
1818,2025
2033,1792
1462,1011
720,550
644,912
1283,1703
1922,2044
1910,1557
1203,779
578,573
786,1160
1528,1893
2055,1971
1740,1385
922,633
571,689
1000,1426
1780,2008
2040,1824
1500,1038
744,535
615,881
1244,1686
1962,2076
1949,1588
1227,812
597,569
741,1136
1523,1905
2048,1987
1767,1341
960,641
537,676
982,1419
1755,2012
2046,1841
1539,1083
771,548
596,874
1218,1644
1942,2023
2044,1632
1262,808
597,552
736,1093
1493,1856
2037,2005
1773,1386
1025,683
542,607
914,1349
1717,1982
2075,1881
1583,1147
818,573
594,822
1182,1612
1914,2049
1958,1669
1330,891
656,548
693,1048
1447,1828
2020,2000
1809,1429
1075,693
568,622
905,1319
1691,1964
2062,1910
1636,1137
844,556
592,780
1143,1563
1895,2056
2014,1727
1390,945
687,560
683,1018
1400,1810
2039,2040
1870,1432
1108,723
570,628
872,1279
1668,1964
2066,1918
1656,1203
870,594
583,778
1079,1542
1872,2071
2027,1759
1405,970
699,549
628,1001
1393,1771
2014,2048
1901,1507
1179,776
527,621
848,1245
1627,1939
2066,1983
1702,1271
898,628
574,770
1065,1495
1838,2051
2036,1789
1512,1013
716,548
650,945
1313,1725
1985,2058
1923,1563
1217,776
596,597
791,1177
1577,1974
2056,1985
1746,1321
939,639
588,713
1023,1432
1805,2034
2042,1824
1508,1056
740,550
604,907
1279,1696
1970,2085
1970,1605
1248,825
620,596
755,1150
1544,1902
2052,1999
1775,1348
990,657
579,687
957,1452
1773,2015
2070,1849
1548,1091
763,563
643,876
1230,1629
1946,2062
1978,1631
1294,856
636,575
738,1089
1492,1863
2066,2025
1827,1395
1031,693
563,708
933,1349
1715,1983
2062,1833
1588,1142
818,582
596,822
1194,1609
1910,2081
1988,1690
1322,884
661,565
713,1046
1447,1815
2064,2030
1843,1444
1078,710
532,663
887,1297
1683,1969
2005,1920
1643,1195
849,589
583,778
1129,1556
1877,2072
2004,1727
1394,947
691,546
663,993
1392,1782
2001,2057
1879,1500
1148,741
557,614
856,1266
1668,1966
2066,1888
1667,1216
878,618
574,765
1081,1516
1845,2040
2053,1764
1422,980
685,562
665,958
1353,1756
2023,2040
1927,1545
1165,778
583,637
819,1211
1599,1930
2061,1961
1731,1276
915,629
561,696
1021,1480
1823,2031
2036,1795
1450,1024
726,547
628,918
1353,1712
1978,2049
1923,1574
1196,801
567,598
827,1171
1585,1893
2055,1932
1748,1294
965,641
565,684
998,1437
1768,1985
2052,1841
1522,1054
755,523
635,877
1253,1708
1957,2036
1954,1596
1238,843
612,573
765,1122
1528,1863
2053,1997
1770,1357
1001,660
565,675
974,1386
1756,2014
2045,1869
1544,1102
784,554
596,872
1226,1643
1937,2065
1975,1643
1313,868
638,562
742,1082
1468,1850
2043,2010
1825,1387
1039,682
571,654
959,1341
1728,2000
2062,1889
1598,1130
831,563
594,817
1166,1584
1910,2061
1997,1696
1355,899
657,562
693,1040
1435,1819
2028,2028
1860,1489
1091,696
571,609
909,1289
1684,1975
2083,1917
1628,1160
922,592
696,789
1129,1551
1874,2048
2014,1717
1390,907
676,551
679,991
1390,1778
2032,2038
1884,1495
1144,744
595,601
842,1245
1662,1948
2066,1941
1653,1223
896,602
564,753
1081,1538
1846,2062
2001,1761
1423,971
703,544
680,958
1338,1736
1979,2049
1906,1541
1195,764
578,581
809,1197
1588,1917
2053,1931
1702,1279
922,608
558,725
1000,1468
1786,2030
2042,1828
1490,1030
723,546
636,920
1282,1716
1961,2046
1936,1586
1197,811
624,570
787,1185
1552,1909
2043,1983
1767,1341
957,646
555,688
1013,1429
1778,2019
2096,1841
1511,1040
752,529
608,881
1251,1693
1962,2071
1950,1607
1248,821
623,578
742,1141
1518,1862
2062,1997
1771,1352
999,664
573,668
976,1408
1770,2008
2057,1892
1555,1102
781,544
595,867
1221,1651
1936,2062
1961,1686
1287,864
605,569
739,1083
1510,1857
2042,2008
1809,1400
1044,675
621,657
939,1346
1720,1997
2036,1892
1605,1154
836,570
597,816
1155,1589
1913,2066
1999,1695
1355,908
637,556
706,1074
1445,1823
2036,2032
1849,1478
1096,703
604,639
909,1306
1684,1974
2090,1919
1626,1259
883,590
588,780
1144,1559
1880,2051
2005,1730
1393,924
671,518
679,1011
1389,1808
2014,2039
1872,1497
1145,737
568,622
846,1250
1675,1962
2071,1947
1661,1234
893,631
574,761
1126,1567
1859,2074
2031,1755
1425,985
714,566
670,968
1416,1773
2004,2049
1914,1528
1172,778
579,603
797,1221
1634,1940
2071,1957
1719,1271
923,676
563,752
1057,1507
1831,2038
2053,1789
1494,1022
722,548
648,917
1307,1710
1994,2023
1920,1590
1223,800
596,587
790,1180
1574,1913
2058,1986
1749,1284
974,655
574,678
1000,1418
1732,1969
2023,1799
1494,1037
739,490
587,847
1213,1660
1928,2029
1926,1583
1219,793
583,537
731,1087
1524,1854
2016,1950
1740,1314
971,582
530,680
922,1360
1723,1980
2038,1828
1520,1093
746,523
575,824
1193,1620
1888,2014
1936,1618
1261,835
550,528
716,1056
1453,1818
2016,1978
1788,1386
1018,656
531,595
896,1301
1652,1959
2031,1839
1551,1125
791,530
558,721
1138,1567
1877,2011
1968,1669
1318,878
635,536
684,1010
1403,1781
1997,1994
1789,1405
1044,683
524,595
875,1258
1655,1945
2027,1882
1622,1198
888,595
584,747
1078,1529
1842,1980
1981,1725
1363,923
652,520
643,950
1344,1746
1973,2011
1857,1478
1104,731
579,575
817,1224
1592,1925
2028,1893
1646,1201
852,570
533,725
1061,1519
1792,2010
2000,1750
1413,950
669,505
622,914
1312,1752
1963,1996
1880,1504
1150,734
558,556
791,1172
1568,1917
2020,1927
1683,1266
885,631
525,658
1013,1447
1770,1999
2010,1742
1461,997
705,518
600,873
1335,1675
1940,2018
1901,1544
1186,775
557,550
752,1087
1520,1881
2033,1969
1728,1295
948,624
530,650
949,1395
1746,1998
2017,1820
1508,1022
760,523
578,818
1215,1662
1931,2025
1909,1600
1213,804
591,540
731,1100
1485,1847
2018,1945
1743,1322
979,628
524,637
931,1352
1722,1979
2014,1842
1513,1067
765,524
588,809
1181,1610
1911,2032
1940,1623
1282,830
609,534
692,1052
1450,1813
2014,1984
1772,1387
1013,655
517,671
898,1292
1676,1945
1924,1768
1575,1127
789,534
571,808
1134,1571
1892,2022
1960,1661
1322,880
622,495
661,1010
1389,1781
1993,1976
1870,1429
1064,662
500,599
857,1245
1637,1945
2042,1886
1619,1141
842,624
550,738
1087,1523
1858,2032
1932,1734
1364,910
654,511
652,988
1343,1738
1993,2023
1857,1477
1122,711
548,575
817,1215
1627,1917
2036,1910
1657,1202
852,575
542,714
1027,1468
1805,2008
1988,1741
1410,920
695,518
626,915
1311,1735
1966,2019
1879,1496
1160,748
573,548
777,1171
1571,1893
2026,1935
1698,1263
906,596
518,686
1000,1443
1776,1982
1992,1772
1466,999
690,503
602,863
1292,1661
1944,2024
1898,1556
1191,776
560,544
744,1139
1513,1865
2018,1945
1728,1301
908,618
526,648
956,1393
1716,1993
2017,1818
1508,984
762,494
588,842
1196,1647
1926,2024
1914,1580
1217,804
596,542
727,1101
1492,1812
2013,1982
1750,1336
977,620
530,651
935,1322
1727,1983
2017,1839
1526,1064
744,514
584,817
1182,1589
1925,2029
1958,1629
1270,830
610,536
693,1067
1442,1816
2012,1966
1781,1346
1000,648
557,673
891,1297
1674,1948
2028,1858
1580,1136
788,531
540,772
1138,1545
1872,2016
1962,1669
1309,884
639,494
666,997
1410,1781
1992,1997
1851,1426
1066,683
595,596
836,1258
1650,1938
2040,1901
1611,1139
831,508
565,741
1088,1518
1840,2018
1936,1712
1360,908
647,503
639,942
1339,1712
1967,2010
1858,1471
1102,711
518,578
815,1211
1598,1918
2038,1908
1644,1211
859,573
577,714
1037,1477
1801,2021
1996,1738
1404,971
674,502
610,916
1298,1696
1936,2010
1887,1512
1132,749
557,597
766,1160
1550,1920
2031,1934
1692,1262
896,601
529,680
998,1443
1782,1999
2006,1806
1453,1008
693,511
595,887
1231,1696
1936,2010
1914,1554
1235,783
565,546
752,1121
1519,1866
2027,1971
1728,1297
935,617
566,618
956,1387
1742,1972
1983,1800
1503,1025
716,472
574,839
1200,1639
1923,2022
1914,1570
1213,804
584,534
726,1117
1492,1828
1979,1974
1767,1335
976,633
534,637
903,1348
1767,1954
2025,1840
1533,1108
752,524
569,808
1184,1609
1905,2024
1949,1634
1271,835
609,518
689,1038
1442,1811
1998,1977
1804,1385
1018,658
530,644
846,1297
1671,1977
2040,1867
1598,1130
797,516
557,778
1121,1558
1870,2023
1958,1678
1324,877
614,516
685,1029
1390,1751
2005,2002
1837,1406
1061,693
527,584
835,1250
1597,1929
2040,1896
1624,1162
835,587
557,726
1070,1502
1831,2009
1987,1724
1386,920
660,518
636,959
1325,1735
1967,2010
1866,1494
1118,690
557,571
803,1193
1622,1920
2040,1912
1648,1205
835,598
543,709
1040,1486
1818,2014
2001,1742
1412,957
667,518
617,923
1305,1710
1953,2013
1884,1515
1156,723
558,553
765,1168
1548,1893
2044,1938
1702,1268
918,610
520,683
1002,1424
1779,1982
2014,1789
1460,989
734,498
599,889
1257,1647
1945,2021
1910,1589
1206,774
583,550
748,1119
1502,1858
2015,1974
1740,1318
1012,657
535,654
943,1385
1757,1983
2006,1815
1509,1051
739,530
583,841
1200,1644
1909,2029
1923,1581
1213,769
576,529
727,1104
1483,1821
2016,1971
1755,1327
970,629
530,634
914,1335
1728,1964
2041,1816
1520,1089
796,521
593,812
1169,1609
1925,2023
1949,1623
1296,840
607,523
706,1065
1442,1815
2003,1976
1753,1383
1046,655
527,609
891,1297
1669,1948
2038,1858
1585,1128
800,564
553,764
1118,1554
1874,2023
1936,1672
1326,890
630,514
663,960
1416,1766
1974,2006
1828,1387
1083,674
531,587
844,1231
1632,1922
2014,1899
1623,1175
825,544
535,748
1082,1505
1831,2022
1980,1715
1385,933
672,538
640,952
1331,1716
1973,1972
1866,1495
1111,713
542,577
815,1195
1617,1911
2035,1908
1650,1212
857,576
534,713
1044,1450
1809,2010
2017,1738
1394,959
678,516
613,907
1296,1764
1900,1999
1886,1514
1166,736
559,568
791,1172
1618,1894
2023,1944
1702,1250
900,597
526,675
997,1429
1772,1990
2014,1815
1447,1015
709,507
604,869
1271,1665
1936,2017
1934,1565
1196,775
570,534
725,1107
1518,1862
2028,1964
1737,1314
957,621
531,645
970,1385
1736,1984
1986,1815
1511,1059
687,517
617,845
1180,1641
1911,2028
1922,1568
1259,798
596,520
706,1084
1467,1834
2019,1973
1754,1344
981,650
535,630
916,1331
1702,1975
2028,1841
1537,1093
778,504
571,806
1124,1577
1900,2031
1947,1643
1291,846
632,523
696,1025
1431,1832
1996,1980
1799,1409
1035,652
531,621
887,1294
1679,1966
2045,1876
1583,1141
791,568
579,752
1129,1545
1866,2009
1967,1661
1338,890
636,519
657,987
1405,1761
1990,2008
1828,1441
1052,692
539,591
847,1279
1635,1933
2033,1882
1618,1182
828,547
511,735
1064,1500
1840,1971
2037,1717
1372,932
679,565
635,932
1331,1755
1973,2013
1876,1491
1118,730
539,563
794,1198
1594,1905
2039,1930
1653,1211
865,571
530,725
1054,1474
1847,2017
2013,1746
1405,959
686,506
623,913
1300,1672
1896,2018
1900,1516
1140,749
550,560
753,1167
1552,1892
2022,1942
1695,1245
901,553
534,688
982,1449
1760,1997
2014,1798
1461,1012
719,513
597,890
1267,1661
1949,2036
1918,1565
1212,765
570,570
732,1077
1529,1862
2005,1967
1731,1297
960,623
534,648
939,1541
1732,1978
2018,1811
1500,1053
763,519
568,845
1207,1646
1921,2025
1911,1589
1235,808
583,543
732,1100
1481,1839
2014,1971
1756,1341
973,635
505,635
919,1331
1744,1970
2027,1841
1521,1090
765,530
568,812
1169,1609
1893,2026
1962,1648
1261,855
626,538
673,1032
1416,1773
2005,1998
1811,1401
1029,671
520,615
861,1297
1658,1945
2040,1877
1601,1148
801,521
549,726
1122,1545
1863,2023
1973,1691
1330,901
644,504
651,947
1387,1764
1950,2012
1844,1444
1057,688
527,562
838,1244
1623,1944
2031,1899
1649,1185
844,563
553,731
1054,1464
1838,2011
1966,1699
1408,936
650,517
612,931
1325,1721
1950,2026
1875,1494
1134,735
543,573
791,1185
1596,1909
2014,1920
1664,1218
846,586
534,702
1039,1458
1779,2018
2001,1749
1429,982
688,505
614,903
1280,1716
1999,2014
1858,1529
1154,753
550,555
765,1112
1532,1876
2025,1945
1718,1278
887,606
530,673
977,1415
1775,1983
2014,1785
1464,1003
705,494
596,870
1221,1659
1936,2051
1884,1559
1212,778
571,538
738,1121
1514,1856
2023,1966
1741,1313
965,628
530,673
939,1402
1707,1971
2014,1800
1510,1062
744,518
573,830
1213,1634
1919,2018
1937,1597
1242,804
594,510
718,1125
1479,1839
2022,1970
1759,1346
979,618
531,640
905,1348
1700,1967
2005,1849
1530,1078
758,531
578,830
1153,1635
1888,2032
1958,1652
1286,864
615,526
691,1040
1427,1824
1901,1985
1788,1387
1013,684
529,592
865,1310
1653,1945
2035,1876
1588,1138
796,536
543,764
1114,1538
1857,1990
1962,1678
1346,919
643,520
663,998
1349,1762
1988,2009
1840,1444
1082,700
536,592
830,1167
1557,1920
2046,1902
1627,1188
849,568
533,727
1066,1490
1832,2023
1994,1736
1427,935
688,518
625,932
1334,1719
1963,2009
1840,1510
1131,733
537,562
825,1189
1592,1926
2027,1926
1686,1226
876,588
516,699
1044,1463
1805,2010
2018,1769
1431,984
678,503
609,908
1288,1696
1968,2029
1900,1537
1168,746
539,553
757,1144
1538,1878
2040,1945
1732,1284
922,611
516,663
979,1402
1753,1995
2012,1781
1470,1018
721,519
595,900
1195,1660
1936,2018
1905,1575
1218,808
570,537
735,1104
1496,1878
2035,1964
1748,1322
957,607
530,657
908,1359
1734,1983
2040,1824
1516,1067
754,522
583,817
1186,1616
1924,2036
1929,1620
1259,817
596,536
703,1082
1464,1837
2010,1980
1762,1344
987,648
511,633
909,1331
1694,1972
2067,1846
1522,1106
772,568
568,792
1152,1582
1857,2024
1958,1657
1261,866
648,522
678,1017
1421,1798
2016,1980
1791,1400
1030,684
527,609
869,1284
1662,1945
2053,1875
1599,1135
791,531
558,762
1117,1536
1848,2017
1949,1678
1342,882
644,517
644,933
1330,1766
1981,2010
1836,1448
1074,699
560,571
833,1232
1684,1925
2014,1919
1624,1198
843,551
532,718
1065,1489
1821,2010
2002,1733
1392,945
650,531
639,920
1324,1712
1978,2012
1893,1492
1137,740
542,568
826,1168
1586,1927
2037,1922
1665,1228
881,582
558,707
1031,1463
1806,2011
2002,1772
1396,976
688,518
604,902
1310,1686
1940,2022
1910,1541
1163,754
570,555
764,1136
1531,1879
2029,1933
1710,1288
918,589
418,670
974,1407
1757,1998
2016,1781
1446,1015
726,518
598,877
1237,1643
1936,2027
1919,1582
1223,794
600,527
740,1102
1548,1854
2023,1962
1758,1338
978,593
511,650
932,1367
1726,1971
2028,1827
1526,1063
752,517
531,830
1198,1627
1936,2042
1911,1579
1238,868
596,496
716,1075
1492,1824
2014,1977
1760,1350
991,636
530,631
901,1330
1698,1982
2018,1860
1548,1102
755,532
559,800
1146,1567
1844,2015
1962,1655
1224,871
625,524
661,1012
1422,1814
2014,1982
1806,1425
1041,663
553,605
869,1263
1666,1924
2031,1882
1595,1137
810,537
557,756
1116,1541
1870,2009
1962,1686
1335,893
637,513
650,985
1389,1766
1981,1996
1780,1451
1086,696
539,596
828,1227
1610,1930
2070,1897
1630,1172
853,547
528,731
1057,1500
1833,2011
2000,1733
1388,937
632,509
622,926
1325,1716
1936,2015
1874,1497
1117,757
560,592
813,1192
1589,1907
2036,1939
1666,1229
871,609
548,705
1034,1455
1822,2010
1992,1739
1424,968
685,514
614,892
1309,1685
1945,2015
1888,1535
1169,764
588,543
765,1152
1531,1872
2039,1945
1745,1271
921,663
530,727
991,1418
1760,1999
2036,1789
1470,1024
691,517
596,902
1245,1653
1957,2031
1929,1579
1217,765
576,570
741,1086
1442,1863
2020,1961
1733,1322
965,628
526,645
932,1346
1702,1983
2045,1836
1524,1087
764,518
581,826
1183,1633
1926,1971
1914,1601
1240,816
579,531
700,1080
1456,1828
2000,1967
1771,1374
988,642
518,630
909,1357
1698,1971
2030,1838
1537,1097
770,525
565,791
1140,1575
1881,2005
1949,1646
1291,871
623,510
682,1017
1357,1781
2010,1996
1781,1407
1044,670
530,609
868,1267
1652,1948
2038,1870
1610,1181
800,544
549,759
1104,1519
1850,2017
1979,1703
1342,900
644,506
648,901
1376,1759
1975,2007
1842,1452
1073,700
532,576
844,1218
1610,1917
2038,1906
1604,1191
846,574
524,722
1050,1583
1780,2007
1988,1734
1405,963
684,520
630,920
1311,1713
1962,2016
1840,1497
1145,734
537,526
753,1167
1606,1898
2040,1919
1671,1228
882,589
530,700
1026,1452
1801,2006
2020,1764
1453,958
696,504
618,898
1281,1699
1931,2022
1894,1535
1169,766
565,562
765,1134
1528,1883
2001,1951
1716,1302
870,611
506,674
965,1413
1752,1992
2015,1791
1457,1017
717,507
600,856
1251,1659
1926,2032
1910,1582
1223,788
574,543
735,1111
1505,1839
2017,1957
1747,1330
974,627
549,639
931,1351
1706,1983
2040,1827
1522,1067
728,529
593,811
1177,1620
1912,2070
1912,1609
1248,815
587,535
713,1070
1467,1830
2014,1990
1775,1369
998,656
530,640
906,1325
1690,1963
2036,1854
1572,1104
768,527
566,788
1151,1578
1887,2025
1955,1660
1291,856
635,521
682,991
1415,1823
2004,1995
1806,1396
1041,673
503,610
861,1274
1657,1934
2040,1888
1577,1202
820,573
550,757
1147,1528
1857,2009
1987,1697
1351,902
640,510
646,983
1415,1759
2022,2003
1845,1470
1092,704
530,587
807,1232
1615,1915
2031,1901
1644,1214
862,588
565,718
1052,1482
1817,2034
2010,1745
1416,957
661,517
622,911
1312,1710
1967,2012
1870,1509
1163,731
554,551
784,1185
1583,1908
2036,1931
1650,1236
866,580
536,696
1023,1460
1798,1999
1997,1740
1411,992
711,517
609,892
1283,1699
1949,2016
1895,1541
1251,757
556,551
754,1141
1524,1878
2031,1971
1703,1291
958,588
534,675
1007,1412
1757,2028
2018,1774
1468,1023
724,511
596,845
1238,1656
1928,2021
1916,1581
1222,800
576,540
725,1098
1505,1829
2020,1962
1754,1337
974,628
531,638
931,1363
1728,1978
2037,1830
1530,1076
755,545
569,820
1182,1608
1916,2021
1923,1607
1247,797
605,607
732,1077
1468,1797
2014,1982
1772,1338
992,637
513,613
913,1321
1688,1962
2028,1831
1560,1108
783,532
561,808
1158,1574
1880,2033
1966,1655
1311,893
626,525
663,1005
1395,1761
2007,1991
1812,1382
1059,670
530,608
870,1270
1649,1909
2018,1879
1627,1132
818,530
539,753
1098,1539
1833,2021
1975,1696
1348,915
644,509
651,977
1350,1751
1978,2008
1836,1464
1103,710
526,578
829,1210
1624,1919
2027,1884
1650,1210
864,581
531,718
1052,1495
1767,2012
2010,1739
1409,961
687,515
630,936
1308,1698
1955,2027
1859,1515
1146,764
543,548
777,1143
1569,1899
2048,1919
1667,1232
889,585
539,713
1014,1464
1799,1997
2007,1752
1446,989
687,517
610,907
1285,1677
1931,2027
1894,1541
1178,777
562,544
761,1118
1520,1868
2014,1944
1712,1241
933,621
520,667
971,1400
1753,2017
2015,1790
1483,1024
713,524
581,855
1229,1638
1915,2034
1927,1581
1207,803
590,518
724,1091
1499,1841
2019,1961
1744,1327
969,610
528,633
920,1354
1717,1975
2028,1833
1521,1074
765,519
570,804
1172,1612
1904,2034
1937,1609
1218,851
635,531
704,1067
1480,1832
2005,1975
1812,1348
1000,637
525,624
881,1324
1695,1963
2012,1881
1566,1112
774,531
558,838
1142,1578
1887,2038
1953,1660
1292,881
596,521
675,1022
1408,1787
2012,1982
1820,1373
1047,678
531,596
815,1250
1651,1944
2039,1886
1606,1164
787,510
553,757
1081,1535
1844,2014
1983,1695
1364,916
661,516
648,968
1360,1738
1976,2014
1847,1477
1088,701
532,545
818,1219
1620,1909
2023,1926
1649,1193
870,572
539,713
1034,1491
1808,2003
2016,1740
1414,947
691,514
626,907
1291,1727
1965,2030
1879,1491
1144,749
554,564
767,1167
1572,1920
2036,1936
1676,1237
898,594
578,695
1013,1443
1775,2008
2010,1819
1453,990
687,495
617,885
1263,1676
1944,2014
1897,1538
1177,778
550,522
776,1142
1520,1868
2046,1940
1728,1295
905,607
530,674
976,1387
1741,1997
2014,1808
1492,1023
706,478
587,854
1222,1656
1909,2029
1895,1592
1225,804
583,532
709,1093
1481,1847
2036,1971
1757,1332
991,634
504,615
916,1351
1711,1980
2031,1834
1523,1074
780,522
570,800
1169,1619
1864,2023
1939,1608
1251,790
647,524
735,1062
1455,1798
1997,1989
1779,1372
1037,654
557,611
894,1322
1684,1954
2023,1879
1558,1138
780,524
566,788
1135,1561
1896,2023
1962,1659
1303,883
626,550
656,1012
1410,1795
1950,1997
1773,1412
1048,697
526,595
861,1258
1637,1943
2035,1889
1606,1150
794,552
543,752
1099,1526
1847,2012
2000,1721
1350,913
641,523
648,955
1343,1748
1979,2004
1842,1473
1132,725
543,587
818,1213
1596,1883
2062,1918
1654,1214
849,577
560,709
1036,1486
1792,2015
1992,1742
1402,958
680,517
614,906
1311,1699
1956,2001
1867,1510
1152,752
557,570
768,1155
1617,1908
2036,1921
1679,1243
894,543
531,637
1016,1447
1789,2002
2014,1748
1434,1006
718,518
604,897
1260,1687
1976,2008
1896,1544
1174,774
558,575
749,1130
1524,1879
2014,1960
1727,1276
940,594
542,664
949,1399
1753,2016
2014,1805
1502,1021
716,505
587,868
1220,1642
1893,2025
1941,1596
1234,800
573,530
725,1086
1484,1843
2018,1998
1746,1339
982,643
521,637
922,1357
1755,1971
2019,1834
1534,1078
750,518
573,806
1173,1623
1909,2019
1907,1623
1248,762
609,531
701,1052
1447,1829
2023,1990
1839,1367
1009,658
490,615
898,1318
1684,1964
2024,1859
1573,1128
782,532
552,788
1148,1595
1873,2032
1965,1644
1312,881
597,518
672,1004
1409,1785
2018,2002
1814,1415
1035,682
523,582
852,1254
1631,1941
2033,1889
1612,1158
814,521
541,752
1090,1528
1850,2023
1977,1687
1360,1057
647,510
639,958
1352,1745
1976,2010
1846,1474
1103,717
531,573
804,1221
1565,1915
2040,1915
1655,1211
874,563
552,713
1039,1480
1811,2019
1994,1739
1420,964
678,501
626,907
1300,1698
1960,1999
1866,1518
1169,762
563,553
765,1155
1610,1899
2026,1936
1706,1245
896,576
530,663
1017,1451
1788,2007
2004,1694
1469,994
761,513
612,892
1262,1684
1965,2004
1899,1545
1225,777
578,547
748,1138
1518,1867
2031,1958
1738,1259
905,601
562,655
955,1400
1745,2006
2054,1789
1483,1013
672,519
572,847
1210,1605
1919,2075
1921,1582
1217,812
583,521
713,1083
1476,1834
2027,1973
1754,1320
991,633
529,640
920,1362
1710,1969
2025,1855
1531,1082
765,536
572,790
1190,1612
1921,2021
1940,1628
1250,804
601,535
687,1056
1442,1827
2010,1980
1783,1379
1008,648
551,622
874,1311
1685,1972
2024,1848
1568,1117
791,531
561,838
1144,1561
1884,2034
1966,1673
1300,869
625,522
672,1024
1398,1779
1999,1984
1827,1427
1035,681
523,598
849,1258
1630,1969
2018,1893
1614,1167
844,550
550,752
1083,1516
1847,1996
2000,1711
1362,919
657,514
644,961
1352,1749
1976,2014
1860,1494
1101,714
530,580
818,1219
1593,1914
2035,1901
1655,1220
892,569
535,712
1042,1467
1797,2005
2010,1748
1402,977
682,535
623,907
1283,1694
1960,2018
1902,1522
1156,753
558,555
749,1159
1545,1896
2023,1931
1686,1258
891,568
531,649
1013,1432
1779,2005
2010,1742
1436,1004
708,519
596,889
1191,1662
1936,2019
1906,1584
1193,778
606,539
751,1141
